thread_id,thread_forumId,thread_projectId,thread_title,thread_createdOn,thread_createdBy,thread_modifiedOn,thread_etag,thread_messageKey,thread_numberOfViews,thread_numberOfReplies,thread_lastActivity,thread_isEdited,thread_isDeleted,thread_isPinned,thread_content,reply_id,reply_threadId,reply_forumId,reply_projectId,reply_createdOn,reply_createdBy,reply_modifiedOn,reply_etag,reply_messageKey,reply_isEdited,reply_isDeleted,reply_content
2219,72579,syn8507133,Have a question about the GA4GH/DREAM Workflow Execution Challenge? Ask it here.,2017-07-19T19:09:29.000Z,2223305,2017-07-19T19:09:29.000Z,82c5806d-4c9d-4c29-b66b-621a7a7dedfd,72579/2219/6884b9c3-486a-4b57-a580-5ca55124f13a,28,20,2017-12-19T17:16:08.000Z,FALSE,FALSE,TRUE,This is a public forum for participants to post questions. Challenge organizers monitor and respond to questions posted here.,13063,2219,72579,syn8507133,2017-10-02T18:25:01.000Z,2223305,2017-10-02T18:25:01.000Z,6b2b7e9e-6117-4a0f-ad70-8a6cd85ce024,72579/2219/13063/39c37712-859d-45cb-91ab-4d868201cbd4,FALSE,FALSE,"Hi @stevetsa ,

We sent out an email to participants last Thursday announcing that the challenge will be extended till **December 22nd.** We posted some additional notes on the [news & updates page](https://www.synapse.org/#!Synapse:syn8507133/wiki/451397) as well, if you're curious.

Thanks!
James

"
2219,72579,syn8507133,Have a question about the GA4GH/DREAM Workflow Execution Challenge? Ask it here.,2017-07-19T19:09:29.000Z,2223305,2017-07-19T19:09:29.000Z,82c5806d-4c9d-4c29-b66b-621a7a7dedfd,72579/2219/6884b9c3-486a-4b57-a580-5ca55124f13a,28,20,2017-12-19T17:16:08.000Z,FALSE,FALSE,TRUE,This is a public forum for participants to post questions. Challenge organizers monitor and respond to questions posted here.,13064,2219,72579,syn8507133,2017-10-02T18:27:32.000Z,2223305,2017-10-02T18:27:32.000Z,7110b1bb-a0d3-4ba9-bbdd-d2ad73f0a6f4,72579/2219/13064/994d4ac3-4f32-4b90-a6e7-c21a67390cca,FALSE,FALSE,"Dear @vipin 

My apologies for not spotting your request sooner! I just created a thread for the **knoweng_gene_prioritization** workflow, which you can find here:
https://www.synapse.org/#!Synapse:syn8507133/discussion/threadId=2619

Best,
James
"
2219,72579,syn8507133,Have a question about the GA4GH/DREAM Workflow Execution Challenge? Ask it here.,2017-07-19T19:09:29.000Z,2223305,2017-07-19T19:09:29.000Z,82c5806d-4c9d-4c29-b66b-621a7a7dedfd,72579/2219/6884b9c3-486a-4b57-a580-5ca55124f13a,28,20,2017-12-19T17:16:08.000Z,FALSE,FALSE,TRUE,This is a public forum for participants to post questions. Challenge organizers monitor and respond to questions posted here.,14233,2219,72579,syn8507133,2017-12-08T15:05:03.000Z,3360642,2017-12-08T15:05:37.000Z,56a576a9-cca0-449a-97fc-22371a606f20,72579/2219/14233/e63f9496-ebf1-4c21-a50a-4b605eafb8ec,TRUE,FALSE,"Dear James, 

I have recently created a team called ""ETH Zurich NEXUS Workflow Handler"" from our institute for participating in GA4GH/DREAM Workflow Execution Challenge. I have been participating in this challenge for past months and I submitted results of the workflow run to the result tracking system with complete documentations. The previous submissions are are under my name (Vipin T Sreedharan). 

Now my question is that will it be possible to link the old results submissions (which are already in the synapse page under my account) to the newly created team? 

Please let me know whether this will be possible? I am happy to provide more details if you want. 

Thank you for considering, 
Vipin
"
2219,72579,syn8507133,Have a question about the GA4GH/DREAM Workflow Execution Challenge? Ask it here.,2017-07-19T19:09:29.000Z,2223305,2017-07-19T19:09:29.000Z,82c5806d-4c9d-4c29-b66b-621a7a7dedfd,72579/2219/6884b9c3-486a-4b57-a580-5ca55124f13a,28,20,2017-12-19T17:16:08.000Z,FALSE,FALSE,TRUE,This is a public forum for participants to post questions. Challenge organizers monitor and respond to questions posted here.,14236,2219,72579,syn8507133,2017-12-08T20:33:43.000Z,2223305,2017-12-08T20:33:43.000Z,5a0a8d4f-a0c7-4ce8-a0e6-822a057746c8,72579/2219/14236/eaa339da-3188-429b-a533-d45266fe3f15,FALSE,FALSE,"Hi @vipin,

&nbsp;

This question came up in another thread recently. The short answer is that there's technically no way to retroactively associate a submission with a team (without deleting and resubmitting — which would be a pain). However, because there are only a couple of these cases for this challenge, I should be able to update how the team _appears_ for submissions (e.g., in the overall stats and leaderboards). I'll take a look at that and let you know what I find!

&nbsp;

One thing I won't be able to change is how the challenge infrastructure checks for ""eligibility"" when submitting. In other words, if you've already submitted for a particular workflow as an individual, you won't be eligible to then submit new results as part of a team (and vice versa). Just something to pay attention to when setting your parameters for the `synapse-submit` tool.

&nbsp;

Best,
James

"
2219,72579,syn8507133,Have a question about the GA4GH/DREAM Workflow Execution Challenge? Ask it here.,2017-07-19T19:09:29.000Z,2223305,2017-07-19T19:09:29.000Z,82c5806d-4c9d-4c29-b66b-621a7a7dedfd,72579/2219/6884b9c3-486a-4b57-a580-5ca55124f13a,28,20,2017-12-19T17:16:08.000Z,FALSE,FALSE,TRUE,This is a public forum for participants to post questions. Challenge organizers monitor and respond to questions posted here.,14237,2219,72579,syn8507133,2017-12-08T22:20:36.000Z,2223305,2017-12-08T22:20:36.000Z,9c7a4a66-5939-459c-b7b7-31bb46540236,72579/2219/14237/ab5b6da9-0b1f-4741-9ca7-0cbc41a33726,FALSE,FALSE,"Hi @vipin — the issue has been resolved! See this thread for more info:
https://www.synapse.org/#!Synapse:syn8507133/discussion/threadId=2967

"
2219,72579,syn8507133,Have a question about the GA4GH/DREAM Workflow Execution Challenge? Ask it here.,2017-07-19T19:09:29.000Z,2223305,2017-07-19T19:09:29.000Z,82c5806d-4c9d-4c29-b66b-621a7a7dedfd,72579/2219/6884b9c3-486a-4b57-a580-5ca55124f13a,28,20,2017-12-19T17:16:08.000Z,FALSE,FALSE,TRUE,This is a public forum for participants to post questions. Challenge organizers monitor and respond to questions posted here.,14251,2219,72579,syn8507133,2017-12-11T13:56:24.000Z,3360642,2017-12-11T13:56:24.000Z,e3a17e1a-0cb8-4a8f-af5c-40a30aaa3eb9,72579/2219/14251/44fe6b1d-03f6-419a-8b19-07273803a4f7,FALSE,FALSE,"Hi @james, 

Thank you for taking care of this request! 
I am happy with the team name appearing at the submission and overall stats page. This is perfect. 

Regards, 
Vipin"
2219,72579,syn8507133,Have a question about the GA4GH/DREAM Workflow Execution Challenge? Ask it here.,2017-07-19T19:09:29.000Z,2223305,2017-07-19T19:09:29.000Z,82c5806d-4c9d-4c29-b66b-621a7a7dedfd,72579/2219/6884b9c3-486a-4b57-a580-5ca55124f13a,28,20,2017-12-19T17:16:08.000Z,FALSE,FALSE,TRUE,This is a public forum for participants to post questions. Challenge organizers monitor and respond to questions posted here.,14265,2219,72579,syn8507133,2017-12-12T18:21:58.000Z,3365727,2017-12-12T18:21:58.000Z,c44128b6-578b-40f7-92a3-bb2e0bf322fc,72579/2219/14265/a143e550-bea5-4ab2-8faf-46777c95a8fe,FALSE,FALSE,Will we be able to access the workflows and submit results (not counting toward the challenge of course) after the deadline of December 22?
2219,72579,syn8507133,Have a question about the GA4GH/DREAM Workflow Execution Challenge? Ask it here.,2017-07-19T19:09:29.000Z,2223305,2017-07-19T19:09:29.000Z,82c5806d-4c9d-4c29-b66b-621a7a7dedfd,72579/2219/6884b9c3-486a-4b57-a580-5ca55124f13a,28,20,2017-12-19T17:16:08.000Z,FALSE,FALSE,TRUE,This is a public forum for participants to post questions. Challenge organizers monitor and respond to questions posted here.,14299,2219,72579,syn8507133,2017-12-19T16:50:40.000Z,2223305,2017-12-19T16:50:40.000Z,784d2fdb-1c50-4be1-95ed-7eeca37e4e9e,72579/2219/14299/3ead0196-1393-4b59-a8f4-0ac96ce0f6dd,FALSE,FALSE,"Hi @bernest — I plan to keep the evaluation queues for workflow submissions open through **12/31**. After that, I'll leave some lag time for folks to finalize submission reports. 

&nbsp;

We'll push pause on workflow submissions at the start of 2018 — hopefully for not much longer than a few weeks — so that we can regroup and implement any changes prior to the next round of testing. I'll be sure to update everyone on these plans as they become more concrete.

&nbsp;

Thanks!
James
"
2219,72579,syn8507133,Have a question about the GA4GH/DREAM Workflow Execution Challenge? Ask it here.,2017-07-19T19:09:29.000Z,2223305,2017-07-19T19:09:29.000Z,82c5806d-4c9d-4c29-b66b-621a7a7dedfd,72579/2219/6884b9c3-486a-4b57-a580-5ca55124f13a,28,20,2017-12-19T17:16:08.000Z,FALSE,FALSE,TRUE,This is a public forum for participants to post questions. Challenge organizers monitor and respond to questions posted here.,14300,2219,72579,syn8507133,2017-12-19T17:00:07.000Z,3365727,2017-12-19T17:00:07.000Z,8d399036-534d-48f0-99e8-b90658088f76,72579/2219/14300/f818fd9f-ca66-4240-9b13-55bdd4311c46,FALSE,FALSE,"Ok, thanks.  To be clear, are you saying you're moving the deadline for workflow validation back to 12/31 and then later for submission reports and Wikis?  "
2219,72579,syn8507133,Have a question about the GA4GH/DREAM Workflow Execution Challenge? Ask it here.,2017-07-19T19:09:29.000Z,2223305,2017-07-19T19:09:29.000Z,82c5806d-4c9d-4c29-b66b-621a7a7dedfd,72579/2219/6884b9c3-486a-4b57-a580-5ca55124f13a,28,20,2017-12-19T17:16:08.000Z,FALSE,FALSE,TRUE,This is a public forum for participants to post questions. Challenge organizers monitor and respond to questions posted here.,14301,2219,72579,syn8507133,2017-12-19T17:16:08.000Z,2223305,2017-12-19T17:16:08.000Z,cd267814-4393-4051-a4a5-9b029df3db19,72579/2219/14301/d7342387-413b-4034-bbd7-8206ad439823,FALSE,FALSE,"Correct. Probably a week later (1/6) for submission reports/wikis. I'll send out an announcement about both deadlines.

"
2220,72579,syn8507133,md5sum workflow help,2017-07-19T19:11:17.000Z,2223305,2017-07-19T19:11:17.000Z,0575c746-f1e8-4aef-9221-30a6ae9fc7fd,72579/2220/08b1f253-707e-4805-b80a-f39b078427f7,17,9,2017-10-23T17:31:20.000Z,FALSE,FALSE,FALSE,This thread is the designated place to ask questions about running the **md5sum** workflow.,11912,2220,72579,syn8507133,2017-07-21T12:34:05.000Z,3359530,2017-07-21T12:34:45.000Z,bed6f60c-a38f-49e1-ac91-f381dfd70144,72579/2220/11912/d5516699-b33c-4dfe-bee0-c18e0d6576b6,TRUE,FALSE,"I believe there is a problem in dockstore-tool-md5sum.cwl. The CWL specification (http://www.commonwl.org/draft-3/CommandLineTool.html#ResourceRequirement) states that the outdirMin value is specified in MB (mebibytes actually). Therefore, dockstore-tool-md5sum.cwl is asking for 512000M. So 1/2 a TB."
2220,72579,syn8507133,md5sum workflow help,2017-07-19T19:11:17.000Z,2223305,2017-07-19T19:11:17.000Z,0575c746-f1e8-4aef-9221-30a6ae9fc7fd,72579/2220/08b1f253-707e-4805-b80a-f39b078427f7,17,9,2017-10-23T17:31:20.000Z,FALSE,FALSE,FALSE,This thread is the designated place to ask questions about running the **md5sum** workflow.,11917,2220,72579,syn8507133,2017-07-21T15:59:36.000Z,2223305,2017-07-21T15:59:36.000Z,1ca31db5-93a1-4769-b631-4cc8fd763c32,72579/2220/11917/aace5579-c11b-4266-ae22-d3faf0bbe044,FALSE,FALSE,"Hmm... good catch. @briandoconnor should be able to fix that in a future version. Just curious — are you using a system that actually provisions resources based on the ""hint"" fields? That would be cool (though obviously problematic if you're looking for 1/2 a TB of space...).
"
2220,72579,syn8507133,md5sum workflow help,2017-07-19T19:11:17.000Z,2223305,2017-07-19T19:11:17.000Z,0575c746-f1e8-4aef-9221-30a6ae9fc7fd,72579/2220/08b1f253-707e-4805-b80a-f39b078427f7,17,9,2017-10-23T17:31:20.000Z,FALSE,FALSE,FALSE,This thread is the designated place to ask questions about running the **md5sum** workflow.,11918,2220,72579,syn8507133,2017-07-21T16:07:12.000Z,3359530,2017-07-21T16:07:12.000Z,c2375020-90b3-4136-859f-48d949b480a2,72579/2220/11918/a007014f-49d7-47fe-8388-5ba8cd8b2ed4,FALSE,FALSE,"I ran it with Toil on my Mac. It failed, saying insufficient resources."
2220,72579,syn8507133,md5sum workflow help,2017-07-19T19:11:17.000Z,2223305,2017-07-19T19:11:17.000Z,0575c746-f1e8-4aef-9221-30a6ae9fc7fd,72579/2220/08b1f253-707e-4805-b80a-f39b078427f7,17,9,2017-10-23T17:31:20.000Z,FALSE,FALSE,FALSE,This thread is the designated place to ask questions about running the **md5sum** workflow.,11926,2220,72579,syn8507133,2017-07-23T15:20:50.000Z,3321032,2017-07-23T15:20:50.000Z,6d2ae529-92bc-41a6-a73e-0724f6b76686,72579/2220/11926/052aeb9c-986d-4b0f-98c8-cf052bb1754b,FALSE,FALSE,"I'm working on a fix for this, the container for 1.0.4 of the md5sum tool is building and, once it's done, I'll release a new version of the workflow.  I think I need to change the references in Synapse once this is done."
2220,72579,syn8507133,md5sum workflow help,2017-07-19T19:11:17.000Z,2223305,2017-07-19T19:11:17.000Z,0575c746-f1e8-4aef-9221-30a6ae9fc7fd,72579/2220/08b1f253-707e-4805-b80a-f39b078427f7,17,9,2017-10-23T17:31:20.000Z,FALSE,FALSE,FALSE,This thread is the designated place to ask questions about running the **md5sum** workflow.,13152,2220,72579,syn8507133,2017-10-04T16:48:20.000Z,3362758,2017-10-04T16:48:20.000Z,fe835529-08b5-48ff-81ef-f480a0c50a64,72579/2220/13152/3aed7ecb-334a-4676-9552-c272ac1064d1,FALSE,FALSE,"I was hoping to recycle the md5sum checker cwl. Where would the known md5sum output need to be placed? I was suspecting the md5sum_checker.cwl.json would have hint where the known md5sum input would be but it only uses md5sum.txt as input. 
"
2220,72579,syn8507133,md5sum workflow help,2017-07-19T19:11:17.000Z,2223305,2017-07-19T19:11:17.000Z,0575c746-f1e8-4aef-9221-30a6ae9fc7fd,72579/2220/08b1f253-707e-4805-b80a-f39b078427f7,17,9,2017-10-23T17:31:20.000Z,FALSE,FALSE,FALSE,This thread is the designated place to ask questions about running the **md5sum** workflow.,13257,2220,72579,syn8507133,2017-10-06T17:41:52.000Z,2223305,2017-10-06T17:41:52.000Z,f6e08a7f-38f5-4f3c-9063-aacc5e91b5cd,72579/2220/13257/7c8cdbe7-91df-4a2f-85d9-45f5971844c1,FALSE,FALSE,"Hi @bshifaw 

&nbsp;

The instructions for the md5sum workflow [**here**](https://www.synapse.org/#!Synapse:syn10167920) assume that you're running the workflow, the checker, and the submit CWL all within the same directory. So, after `md5sum.cwl` is ran, there should be a new file named `md5sum.txt` in the folder; this is the input for `md5sum_checker.cwl` (i.e., you don't need to provide a full or relative path). 

&nbsp;

Does this answer your question?

&nbsp;

-James"
2220,72579,syn8507133,md5sum workflow help,2017-07-19T19:11:17.000Z,2223305,2017-07-19T19:11:17.000Z,0575c746-f1e8-4aef-9221-30a6ae9fc7fd,72579/2220/08b1f253-707e-4805-b80a-f39b078427f7,17,9,2017-10-23T17:31:20.000Z,FALSE,FALSE,FALSE,This thread is the designated place to ask questions about running the **md5sum** workflow.,13334,2220,72579,syn8507133,2017-10-09T23:03:05.000Z,3362758,2017-10-09T23:03:05.000Z,f312c9ee-6137-4fb4-aad1-7610da3448bb,72579/2220/13334/91ceeaf1-0f66-4b75-a9c8-ed4b3b684717,FALSE,FALSE,"Yes my question was answer, Thanks. "
2220,72579,syn8507133,md5sum workflow help,2017-07-19T19:11:17.000Z,2223305,2017-07-19T19:11:17.000Z,0575c746-f1e8-4aef-9221-30a6ae9fc7fd,72579/2220/08b1f253-707e-4805-b80a-f39b078427f7,17,9,2017-10-23T17:31:20.000Z,FALSE,FALSE,FALSE,This thread is the designated place to ask questions about running the **md5sum** workflow.,13562,2220,72579,syn8507133,2017-10-22T11:42:08.000Z,3333939,2017-10-22T11:42:08.000Z,d91cef8a-db5f-4dd5-a012-f0e37b7767a3,72579/2220/13562/3e08a9b4-6f91-430e-aad5-2ac64e600c8c,FALSE,FALSE,"Hello,

This is a bit out of place here, but  while documenting my run for the md5sum workflow, I erroneously edited the wiki file of @achave11 , from the UCSC GA4GH-DREAM Challenge Team. I just wished to bring their attention to this via this area.

Thanks,
Azza"
2220,72579,syn8507133,md5sum workflow help,2017-07-19T19:11:17.000Z,2223305,2017-07-19T19:11:17.000Z,0575c746-f1e8-4aef-9221-30a6ae9fc7fd,72579/2220/08b1f253-707e-4805-b80a-f39b078427f7,17,9,2017-10-23T17:31:20.000Z,FALSE,FALSE,FALSE,This thread is the designated place to ask questions about running the **md5sum** workflow.,13574,2220,72579,syn8507133,2017-10-23T17:22:17.000Z,3359518,2017-10-23T17:31:20.000Z,c3ba06a8-ddd2-4ad0-98e9-f319e65d039a,72579/2220/13574/a72d79ff-bf2a-40f7-bc74-3fdc8b40c825,TRUE,FALSE,"Hey @Azza 
Thanks for letting me know, I'll correct it. Do you remember which one was it?  Maybe syn:id would help Thanks! 
**EDIT** I found it, thank for the FYI. "
